platform,username,profile_url,normalized_username,exclusion_reason,exclusion_reasons,query_ids,provider,account_type,account_type_evidence,account_type_explanation,manual_review_action,manual_review_reason,negative_topics,relevant_dimensions,theme_relevant
instagram,ashokgehlot.reels,https://www.instagram.com/ashokgehlot.reels/,ashokgehlot.reels,ineligible,"[""account_type_not_personal:thematic_non_personal_page""]","[""reels_integrations_01""]",apify,thematic_non_personal_page,"[{""evidence_text"":""Observed politics_history_religion topic phrase: unofficial page of former chief minister"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""biography"",""source_reference"":""profile"",""url"":""https://www.instagram.com/ashokgehlot.reels/""}]","The sampled account is a dominant thematic/media page, not a suitable personal creator.",,,"[""politics_history_religion""]",[],False
instagram,reels_dkd,https://www.instagram.com/reels_dkd/,reels_dkd,ineligible,"[""target_theme_not_relevant""]","[""reels_integrations_01""]",apify,personal_creator,"[{""evidence_text"":""Observed person-like profile name: reels_dkd"",""observation_type"":""derived"",""signal_type"":""account_type_personal"",""source_field"":""full_name"",""source_reference"":""profile"",""url"":""https://www.instagram.com/reels_dkd/""}]","The profile contains auditable personal-author evidence. Direct recent/bio evidence for fashion, beauty, or compatible personal lifestyle is absent or outweighed by an irrelevant theme.",,,[],[],False
instagram,beautybay,https://www.instagram.com/beautybay/,beautybay,ineligible,"[""account_type_not_personal:store""]","[""beauty_lifestyle_01""]",apify,store,"[{""evidence_text"":""Observed store/shop phrase: shop now"",""observation_type"":""direct"",""signal_type"":""account_type_negative"",""source_field"":""biography"",""source_reference"":""profile"",""url"":""https://www.instagram.com/beautybay/""},{""evidence_text"":""Observed direct fashion evidence: haul"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""3950688866271585049"",""url"":""https://www.instagram.com/p/DbTqpecNWMZ/""},{""evidence_text"":""Observed direct beauty evidence: glam"",""observation_type"":""direct"",""signal_type"":""beauty"",""source_field"":""recent_posts.caption"",""source_reference"":""3950688866271585049"",""url"":""https://www.instagram.com/p/DbTqpecNWMZ/""},{""evidence_text"":""Observed direct fashion evidence: haul"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""3947792490449686306"",""url"":""https://www.instagram.com/p/DbJYFqQNU8i/""},{""evidence_text"":""Observed direct beauty evidence: skincare"",""observation_type"":""direct"",""signal_type"":""beauty"",""source_field"":""recent_posts.caption"",""source_reference"":""3941852093624841091"",""url"":""https://www.instagram.com/p/Da0RZglo3OD/""},{""evidence_text"":""Observed direct fashion evidence: haul"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""3936918306307746625"",""url"":""https://www.instagram.com/p/DaivldFNKtB/""}]",The profile is presented as a store/shop rather than an individual author.,,,[],"[""beauty"",""fashion""]",False
instagram,beautynthebean,https://www.instagram.com/beautynthebean/,beautynthebean,ineligible,"[""account_type_not_personal:thematic_non_personal_page"",""manual_exclusion:Manual verification identified pet/cat-only creator content that is not relevant to women's clothing, fashion, beauty, or compatible lifestyle.""]","[""beauty_lifestyle_01""]",apify,thematic_non_personal_page,"[{""evidence_text"":""Observed pet topic phrase: cat"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""biography"",""source_reference"":""profile"",""url"":""https://www.instagram.com/beautynthebean/""},{""evidence_text"":""Observed pet topic phrase: animal"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""biography"",""source_reference"":""profile"",""url"":""https://www.instagram.com/beautynthebean/""},{""evidence_text"":""Observed pet topic phrase: meow"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""biography"",""source_reference"":""profile"",""url"":""https://www.instagram.com/beautynthebean/""},{""evidence_text"":""Observed pet topic phrase: cat"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3925896279632295860"",""url"":""https://www.instagram.com/p/DZ7ld20gre0/""},{""evidence_text"":""Observed pet topic phrase: meow"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3925896279632295860"",""url"":""https://www.instagram.com/p/DZ7ld20gre0/""},{""evidence_text"":""Observed pet topic phrase: cat"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3805204960086383165"",""url"":""https://www.instagram.com/p/DTOzcAXgNo9/""},{""evidence_text"":""Observed pet topic phrase: cat"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3396930559874904496"",""url"":""https://www.instagram.com/p/C8kUli0AzGw/""},{""evidence_text"":""Observed pet topic phrase: meow"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3396930559874904496"",""url"":""https://www.instagram.com/p/C8kUli0AzGw/""},{""evidence_text"":""Observed pet topic phrase: meow"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3951350924230215147"",""url"":""https://www.instagram.com/p/DbWBLr9p0Xr/""},{""evidence_text"":""Observed pet topic phrase: meow"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3950563279688052996"",""url"":""https://www.instagram.com/p/DbTOF80gjEE/""},{""evidence_text"":""Observed pet topic phrase: meow"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3949863523928007217"",""url"":""https://www.instagram.com/p/DbQu_KfAGIx/""},{""evidence_text"":""Observed pet topic phrase: cat"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3946255315124666461"",""url"":""https://www.instagram.com/p/DbD6k0LAMBd/""},{""evidence_text"":""Observed pet topic phrase: cat"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3945500632059758781"",""url"":""https://www.instagram.com/p/DbBO-uzAEi9/""},{""evidence_text"":""Observed pet topic phrase: meow"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3945500632059758781"",""url"":""https://www.instagram.com/p/DbBO-uzAEi9/""},{""evidence_text"":""Observed pet topic phrase: meow"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3949178030059951265"",""url"":""https://www.instagram.com/p/DbOTH6kgBSh/""},{""evidence_text"":""Observed pet topic phrase: meow"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3947714446087121481"",""url"":""https://www.instagram.com/p/DbJGV9xs2pJ/""},{""evidence_text"":""Observed direct fashion evidence: outfit"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""3948473816924979221"",""url"":""https://www.instagram.com/p/DbLzAQ-voAV/""},{""evidence_text"":""Observed direct beauty evidence: skincare"",""observation_type"":""direct"",""signal_type"":""beauty"",""source_field"":""recent_posts.caption"",""source_reference"":""3946551275994362557"",""url"":""https://www.instagram.com/p/DbE93nNgjK9/""},{""evidence_text"":""Manual verification identified pet/cat-only creator content that is not relevant to women's clothing, fashion, beauty, or compatible lifestyle."",""observation_type"":""direct"",""signal_type"":""manual_review"",""source_field"":""manual_review"",""source_reference"":""beautynthebean"",""url"":""https://www.instagram.com/beautynthebean/""}]","Manual review override: Manual verification identified pet/cat-only creator content that is not relevant to women's clothing, fashion, beauty, or compatible lifestyle.",exclude,"Manual verification identified pet/cat-only creator content that is not relevant to women's clothing, fashion, beauty, or compatible lifestyle.","[""pet""]","[""beauty"",""fashion""]",False
instagram,kaemen.the.creator,https://www.instagram.com/kaemen.the.creator/,kaemen.the.creator,ineligible,"[""target_theme_not_relevant""]","[""ugc_creator_01""]",apify,personal_creator,"[{""evidence_text"":""Observed person-like profile name: Kaemen Lafleur"",""observation_type"":""derived"",""signal_type"":""account_type_personal"",""source_field"":""full_name"",""source_reference"":""profile"",""url"":""https://www.instagram.com/kaemen.the.creator/""},{""evidence_text"":""Observed electronics_or_stem topic phrase: gadget"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""biography"",""source_reference"":""profile"",""url"":""https://www.instagram.com/kaemen.the.creator/""},{""evidence_text"":""Observed electronics_or_stem topic phrase: mechanical engineer"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""biography"",""source_reference"":""profile"",""url"":""https://www.instagram.com/kaemen.the.creator/""},{""evidence_text"":""Observed electronics_or_stem topic phrase: stem"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""biography"",""source_reference"":""profile"",""url"":""https://www.instagram.com/kaemen.the.creator/""},{""evidence_text"":""Observed electronics_or_stem topic phrase: engineering"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3946299820274495225"",""url"":""https://www.instagram.com/p/DbEEsc0pi75/""},{""evidence_text"":""Observed electronics_or_stem topic phrase: engineering"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3943504499244871715"",""url"":""https://www.instagram.com/p/Da6JHLPpTAj/""},{""evidence_text"":""Observed electronics_or_stem topic phrase: engineering"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3942730587762453669"",""url"":""https://www.instagram.com/p/Da3ZJSApeyl/""},{""evidence_text"":""Observed electronics_or_stem topic phrase: engineering"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3942183501556888097"",""url"":""https://www.instagram.com/p/Da1cwIRtDIh/""},{""evidence_text"":""Observed electronics_or_stem topic phrase: engineering"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3927565354727209652"",""url"":""https://www.instagram.com/p/DaBg-GIpXq0/""},{""evidence_text"":""Observed electronics_or_stem topic phrase: engineering"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3926854557109784655"",""url"":""https://www.instagram.com/p/DZ-_WoRJxBP/""},{""evidence_text"":""Observed electronics_or_stem topic phrase: engineering"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3926125187365831345"",""url"":""https://www.instagram.com/p/DZ8Zg5wp4Kx/""},{""evidence_text"":""Observed electronics_or_stem topic phrase: engineering"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3925408074235696042"",""url"":""https://www.instagram.com/p/DZ52diHRNOq/""},{""evidence_text"":""Observed electronics_or_stem topic phrase: engineering"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3924646701446977207"",""url"":""https://www.instagram.com/p/DZ3JWGcp9a3/""},{""evidence_text"":""Observed electronics_or_stem topic phrase: engineering"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3922496784171415821"",""url"":""https://www.instagram.com/p/DZvggr9JjkN/""},{""evidence_text"":""Observed electronics_or_stem topic phrase: engineering"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3922378536398515932"",""url"":""https://www.instagram.com/p/DZvFn9Ipm7c/""},{""evidence_text"":""Observed electronics_or_stem topic phrase: engineering"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3920372293605661521"",""url"":""https://www.instagram.com/p/DZn9dR7phtR/""}]","The profile contains auditable personal-author evidence. Direct recent/bio evidence for fashion, beauty, or compatible personal lifestyle is absent or outweighed by an irrelevant theme.",,,"[""electronics_or_stem""]",[],False
instagram,reels_creator_10k,https://www.instagram.com/reels_creator_10k/,reels_creator_10k,ineligible,"[""target_theme_not_relevant""]","[""ugc_creator_01""]",apify,personal_creator,"[{""evidence_text"":""Observed person-like profile name: Dv ᴇᴅɪᴛɪɴɢ"",""observation_type"":""derived"",""signal_type"":""account_type_personal"",""source_field"":""full_name"",""source_reference"":""profile"",""url"":""https://www.instagram.com/reels_creator_10k/""}]","The profile contains auditable personal-author evidence. Direct recent/bio evidence for fashion, beauty, or compatible personal lifestyle is absent or outweighed by an irrelevant theme.",,,[],[],False
instagram,wildberries_walberes,https://www.instagram.com/wildberries_walberes/,wildberries_walberes,ineligible,"[""account_type_not_personal:marketplace"",""latest_post_older_than_90_days"",""recent_evidence_url_missing""]","[""marketplace_reviews_01""]",apify,marketplace,"[{""evidence_text"":""Observed a Wildberries-branded marketplace, regional, review, promotion, or product-listing account."",""observation_type"":""derived"",""signal_type"":""account_type_negative"",""source_field"":""username_and_profile"",""source_reference"":""profile"",""url"":""https://www.instagram.com/wildberries_walberes/""},{""evidence_text"":""Observed direct fashion evidence: одежд"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""2169071954507143599"",""url"":""https://www.instagram.com/p/B4aF3NMqRmv/""},{""evidence_text"":""Observed direct fashion evidence: одежд"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""2167610509097654064"",""url"":""https://www.instagram.com/p/B4U5kYGK1cw/""},{""evidence_text"":""Observed direct fashion evidence: одежд"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""2165466877078823186"",""url"":""https://www.instagram.com/p/B4NSKbNKGES/""},{""evidence_text"":""Observed direct fashion evidence: одежд"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""2165227117852813077"",""url"":""https://www.instagram.com/p/B4MbpeBqOcV/""},{""evidence_text"":""Observed direct fashion evidence: одежд"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""2161145913830117492"",""url"":""https://www.instagram.com/p/B397sIloZB0/""},{""evidence_text"":""Observed direct fashion evidence: одежд"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""2160234305007445301"",""url"":""https://www.instagram.com/p/B36saetlOU1/""},{""evidence_text"":""Observed direct fashion evidence: одежд"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""2159760686910070852"",""url"":""https://www.instagram.com/p/B35AubfIOBE/""},{""evidence_text"":""Observed direct fashion evidence: одежд"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""2158210788133758699"",""url"":""https://www.instagram.com/p/B3zgUbxIObr/""},{""evidence_text"":""Observed direct fashion evidence: одежд"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""2156696567189443027"",""url"":""https://www.instagram.com/p/B3uIBnnoZHT/""},{""evidence_text"":""Observed direct fashion evidence: одежд"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""2154493955547587357"",""url"":""https://www.instagram.com/p/B3mTNZrI-Md/""}]",The profile describes a marketplace or regional marketplace account.,,,[],"[""fashion""]",False
instagram,creator_os__,https://www.instagram.com/creator_os__/,creator_os__,ineligible,"[""target_theme_not_relevant"",""latest_post_older_than_90_days"",""recent_evidence_url_missing""]","[""ugc_creator_01""]",apify,personal_creator,"[{""evidence_text"":""Observed person-like profile name: ᴄʀᴇᴀᴛᴏʀ ᴏꜱ"",""observation_type"":""derived"",""signal_type"":""account_type_personal"",""source_field"":""full_name"",""source_reference"":""profile"",""url"":""https://www.instagram.com/creator_os__/""}]","The profile contains auditable personal-author evidence. Direct recent/bio evidence for fashion, beauty, or compatible personal lifestyle is absent or outweighed by an irrelevant theme.",,,[],[],False
instagram,beauty321,https://www.instagram.com/beauty321/,beauty321,ineligible,"[""account_type_not_personal:thematic_non_personal_page""]","[""beauty_lifestyle_01""]",apify,thematic_non_personal_page,"[{""evidence_text"":""Observed media_or_clips topic phrase: 美妝媒體"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""biography"",""source_reference"":""profile"",""url"":""https://www.instagram.com/beauty321/""},{""evidence_text"":""Observed multi-dimensional target positioning: beauty, fashion"",""observation_type"":""direct"",""signal_type"":""beauty"",""source_field"":""recent_posts.caption"",""source_reference"":""3927704361681888460"",""url"":""https://www.instagram.com/p/DaCAk6czSTM/""},{""evidence_text"":""Observed multi-dimensional target positioning: beauty, fashion"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""3927704361681888460"",""url"":""https://www.instagram.com/p/DaCAk6czSTM/""},{""evidence_text"":""Observed multi-dimensional target positioning: beauty, fashion"",""observation_type"":""direct"",""signal_type"":""beauty"",""source_field"":""recent_posts.caption"",""source_reference"":""3928613477182041685"",""url"":""https://www.instagram.com/p/DaFPSSPP25V/""},{""evidence_text"":""Observed multi-dimensional target positioning: beauty, fashion"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""3928613477182041685"",""url"":""https://www.instagram.com/p/DaFPSSPP25V/""},{""evidence_text"":""Observed multi-dimensional target positioning: beauty, fashion"",""observation_type"":""direct"",""signal_type"":""beauty"",""source_field"":""recent_posts.caption"",""source_reference"":""3927707138680163371"",""url"":""https://www.instagram.com/p/DaCBNUuzAwr/""},{""evidence_text"":""Observed multi-dimensional target positioning: beauty, fashion"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""3927707138680163371"",""url"":""https://www.instagram.com/p/DaCBNUuzAwr/""},{""evidence_text"":""Observed multi-dimensional target positioning: beauty, fashion"",""observation_type"":""direct"",""signal_type"":""beauty"",""source_field"":""recent_posts.caption"",""source_reference"":""3949631628980396404"",""url"":""https://www.instagram.com/p/DbP6QpfBiF0/""},{""evidence_text"":""Observed multi-dimensional target positioning: beauty, fashion"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""3949631628980396404"",""url"":""https://www.instagram.com/p/DbP6QpfBiF0/""}]","The sampled account is a dominant thematic/media page, not a suitable personal creator.",,,"[""media_or_clips""]","[""beauty"",""fashion""]",False
instagram,kz.wildberries,https://www.instagram.com/kz.wildberries/,kz.wildberries,ineligible,"[""account_type_not_personal:brand"",""manual_exclusion:Manual verification identified the official regional Wildberries Kazakhstan brand account.""]","[""marketplace_reviews_01""]",apify,brand,"[{""evidence_text"":""Observed official-account phrase: ресми аккаунты"",""observation_type"":""direct"",""signal_type"":""account_type_negative"",""source_field"":""biography"",""source_reference"":""profile"",""url"":""https://www.instagram.com/kz.wildberries/""},{""evidence_text"":""Observed direct fashion evidence: одежд"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""3940430766826150165"",""url"":""https://www.instagram.com/p/DavOOe2sVkV/""},{""evidence_text"":""Observed direct fashion evidence: одежд"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""3938861831815270206"",""url"":""https://www.instagram.com/p/DappfeQsY8-/""},{""evidence_text"":""Observed direct beauty evidence: уход"",""observation_type"":""direct"",""signal_type"":""beauty"",""source_field"":""recent_posts.caption"",""source_reference"":""3938861831815270206"",""url"":""https://www.instagram.com/p/DappfeQsY8-/""},{""evidence_text"":""Observed direct fashion evidence: образ"",""observation_type"":""direct"",""signal_type"":""fashion"",""source_field"":""recent_posts.caption"",""source_reference"":""3936162631927343502"",""url"":""https://www.instagram.com/p/DagDw8eMimO/""},{""evidence_text"":""Manual verification identified the official regional Wildberries Kazakhstan brand account."",""observation_type"":""direct"",""signal_type"":""manual_review"",""source_field"":""manual_review"",""source_reference"":""kz.wildberries"",""url"":""https://www.instagram.com/kz.wildberries/""}]",Manual review override: Manual verification identified the official regional Wildberries Kazakhstan brand account.,exclude,Manual verification identified the official regional Wildberries Kazakhstan brand account.,[],"[""beauty"",""fashion""]",False
instagram,wish_ai_creator,https://www.instagram.com/wish_ai_creator/,wish_ai_creator,ineligible,"[""account_type_not_personal:thematic_non_personal_page""]","[""ugc_creator_01""]",apify,thematic_non_personal_page,"[{""evidence_text"":""Observed pet topic phrase: catlover"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""biography"",""source_reference"":""profile"",""url"":""https://www.instagram.com/wish_ai_creator/""},{""evidence_text"":""Observed pet topic phrase: cat"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3852022091805630513"",""url"":""https://www.instagram.com/p/DV1Ia8BCCAx/""},{""evidence_text"":""Observed pet topic phrase: kitten"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3852022091805630513"",""url"":""https://www.instagram.com/p/DV1Ia8BCCAx/""},{""evidence_text"":""Observed pet topic phrase: catlover"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3852022091805630513"",""url"":""https://www.instagram.com/p/DV1Ia8BCCAx/""},{""evidence_text"":""Observed pet topic phrase: cat"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3772298448758910559"",""url"":""https://www.instagram.com/p/DRZ5XPhCC5f/""},{""evidence_text"":""Observed pet topic phrase: kitten"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3772298448758910559"",""url"":""https://www.instagram.com/p/DRZ5XPhCC5f/""},{""evidence_text"":""Observed pet topic phrase: animal"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3772298448758910559"",""url"":""https://www.instagram.com/p/DRZ5XPhCC5f/""},{""evidence_text"":""Observed pet topic phrase: catlover"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3772298448758910559"",""url"":""https://www.instagram.com/p/DRZ5XPhCC5f/""},{""evidence_text"":""Observed pet topic phrase: cat"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3544792152489294712"",""url"":""https://www.instagram.com/p/DExoa57t3t4/""},{""evidence_text"":""Observed pet topic phrase: kitten"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3544792152489294712"",""url"":""https://www.instagram.com/p/DExoa57t3t4/""},{""evidence_text"":""Observed pet topic phrase: pet"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3544792152489294712"",""url"":""https://www.instagram.com/p/DExoa57t3t4/""},{""evidence_text"":""Observed pet topic phrase: catlover"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3544792152489294712"",""url"":""https://www.instagram.com/p/DExoa57t3t4/""},{""evidence_text"":""Observed pet topic phrase: kitten"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3951404189382568652"",""url"":""https://www.instagram.com/p/DbWNSzAI2rM/""},{""evidence_text"":""Observed pet topic phrase: cat"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3951286317335283018"",""url"":""https://www.instagram.com/p/DbVyfiGoYVK/""},{""evidence_text"":""Observed pet topic phrase: cat"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3950553689464480811"",""url"":""https://www.instagram.com/p/DbTL6ZOo6Qr/""},{""evidence_text"":""Observed pet topic phrase: kitten"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3949959288254001612"",""url"":""https://www.instagram.com/p/DbREwt9onHM/""},{""evidence_text"":""Observed pet topic phrase: meow"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3949959288254001612"",""url"":""https://www.instagram.com/p/DbREwt9onHM/""},{""evidence_text"":""Observed pet topic phrase: cat"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3949819273167408155"",""url"":""https://www.instagram.com/p/DbQk7OwIowb/""},{""evidence_text"":""Observed pet topic phrase: cat"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3949726354584954842"",""url"":""https://www.instagram.com/p/DbQPzFlCOfa/""},{""evidence_text"":""Observed pet topic phrase: kitten"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3949726354584954842"",""url"":""https://www.instagram.com/p/DbQPzFlCOfa/""},{""evidence_text"":""Observed pet topic phrase: cat"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3949228826078420759"",""url"":""https://www.instagram.com/p/DbOerGDIx8X/""},{""evidence_text"":""Observed pet topic phrase: cat"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""recent_posts.caption"",""source_reference"":""3949114712379313519"",""url"":""https://www.instagram.com/p/DbOEuhYo01v/""}]","The sampled account is a dominant thematic/media page, not a suitable personal creator.",,,"[""pet""]",[],False
instagram,pn_creator_itz,https://www.instagram.com/pn_creator_itz/,pn_creator_itz,ineligible,"[""target_theme_not_relevant""]","[""ugc_creator_01""]",apify,personal_creator,"[{""evidence_text"":""Observed person-like profile name: pawan kumar alone boy"",""observation_type"":""derived"",""signal_type"":""account_type_personal"",""source_field"":""full_name"",""source_reference"":""profile"",""url"":""https://www.instagram.com/pn_creator_itz/""}]","The profile contains auditable personal-author evidence. Direct recent/bio evidence for fashion, beauty, or compatible personal lifestyle is absent or outweighed by an irrelevant theme.",,,[],[],False
instagram,family.guy.reels,https://www.instagram.com/family.guy.reels/,family.guy.reels,ineligible,"[""account_type_not_personal:thematic_non_personal_page""]","[""reels_integrations_01""]",apify,thematic_non_personal_page,"[{""evidence_text"":""Observed media_or_clips topic phrase: daily family guy content"",""observation_type"":""direct"",""signal_type"":""target_theme_negative"",""source_field"":""biography"",""source_reference"":""profile"",""url"":""https://www.instagram.com/family.guy.reels/""}]","The sampled account is a dominant thematic/media page, not a suitable personal creator.",,,"[""media_or_clips""]",[],False
instagram,nurkyz_wildberries,https://www.instagram.com/nurkyz_wildberries/,nurkyz_wildberries,ineligible,"[""target_theme_not_relevant""]","[""marketplace_reviews_01""]",apify,personal_creator,"[{""evidence_text"":""Observed person-like profile name: Менеджер Вайлдберриз||Селлер|| Бишкек"",""observation_type"":""derived"",""signal_type"":""account_type_personal"",""source_field"":""full_name"",""source_reference"":""profile"",""url"":""https://www.instagram.com/nurkyz_wildberries/""}]","The profile contains auditable personal-author evidence. Direct recent/bio evidence for fashion, beauty, or compatible personal lifestyle is absent or outweighed by an irrelevant theme.",,,[],[],False
